מקור,שאלה,תשובה 1,תשובה 2,תשובה 3,תשובה 4,תשובה 5,תשובה 6,תשובות נכונות,נושא,חשיבות לסדר,קישור לתמונה,הערות
בחנים מהמודל,"כאשר שמים כספית (נוזלית) בכוס זכוכית, נוזל הכספית מקבל צורה כדורית והכוס אינה נרטבת (בניגוד למצב בו שמים מים בכוס זכוכית, המים מקבלים את צורת הכלי, וכששופכים את המים החוצה נשארות טיפות מים על דפנות הכוס). ידוע כי התופעה קורת בגלל שכוחות המשיכה בין מולקולות הכספית חזקות יותר מכוחות המשיכה בין מולקולות הכספית ומולקולות הזכוכית. כלומר:",כוחות הקוהזיה בין מולקולות הכספית חלשות מכוחות האדהזיה בין מולקולות הכספית ומולקולות הזכוכית.,קשרים קוולנטים בין מולקולות הזכוכית חזקים יותר מקשרים קוולנטים בין מולקולות הכספית ומולקולות הזכוכית.,כוחות אדהזיה בין מולקולות הכספית חזקות מכוחות קוהזיה בין מולקולות הכספית ומולקולות הזכוכית.,כוחות הקוהזיה בין מולקולות הכספית חזקות מכוחות האדהזיה בין מולקולות הכספית ומולקולות הזכוכית.,,,4,כימיה של החיים,FALSE,,מודל - בוחן 3
בחנים מהמודל,סמנו את ההיגד הנכון:,אטום הוא היחידה הקטנה ביותר של חומר ששומרת על תכונות היסוד.,חומר מוגדר ככל דבר שיש לו מסה בלבד.,מספר אטומי מוגדר על פי מספר האלקטרונים באטום של יסוד מסוים.,קשרים חזקים בין מולקולות יוצרים מבנים סופרא מולקולריים.,,,1,כימיה של החיים,FALSE,,מודל - בוחן 3
בחנים מהמודל,אבני הבניין של חלבונים הם:,חומצות בסיס,חומצות אמינו,חומצות שומן,מונוסכרידים,,,2,כימיה של החיים,FALSE,,מודל - בוחן 3
בחנים מהמודל,מהם ארבעת היסודות המרכיבים את מרבית החומר הביולוגי?,"פחמן, חמצן, סידן ומגנזיום.","פחמן, מימן, חמצן וחנקן.","פחמן, חמצן, סיליקון וגפרית.","פחמן, סידן, חמצן וכלור.",,,2,כימיה של החיים,FALSE,,מודל - בוחן 3
בחנים מהמודל,מהו סביר להניח הגורם המרכזי לעלייה של כמות פחמן דו-חמצני באטמוספירה ב-150 שנים האחרונות?,עלייה בכמות קרינה שנספגת על ידי האטמוספירה,שריפה של כמויות מאסיביות של עצים ודלקים מאובנים,שינוי פיזור המשקעים כתוצאה משינויי אקלים,עלייה בתפוקה של יצרנים ראשוניים,,,2,אקולוגיה,FALSE,,מודל - בוחן 3
בחנים מהמודל,כיצד ניתן לשמר מינים בסביבה עם פרגמנטציה גבוהה?,שמירה על יחס-היקף שטח קטן,השבת מינים לטבע,יצירת מסדרונות אקולוגים,יצירת edge effect,,,3,אקולוגיה,FALSE,,מודל - בוחן 3
בחנים מהמודל,איזו תרכובת מהתרכובות הבאות אינה אורגנית?,CH4,CO2,,,,,2,כימיה של החיים,FALSE,,מודל - בוחן 4
בחנים מהמודל,הפרכת תאוריות הויטליזם (Vitalism) התאפשרה בזכות ניסויים שהראו כי:,אטומי פחמן לא נמצאים באופן טבעי ביצורים חיים בלבד.,ניתן לסנתז תרכובות אורגניות גם מחוץ לאורגניזמים חיים תוך שימוש בחומרים אי אורגניים.,תרכובות אורגניות יכולות להיווצר רק בתוך אורגניזמים חיים.,חומר אורגני אחד יכול להפוך לחומר אורגני אחר.,,,2,כימיה של החיים,FALSE,,מודל - בוחן 4
בחנים מהמודל,"מבין האפשרויות הבאות, מה הם הקשרים אותם יכול ליצור אטום פחמן, ומה תהיה הצורה הגאומטרית של המולקולה בקשרים כאלו? (נגדיר מולקולה לינארית - מולקולה שבה אטומי הפחמן והאטומים הקשורים אליו נמצאים באותו המישור)",4 קשרים יחידים ל-4 אטומים אחרים וקבלת מולקולה טטראהידרלית.,4 קשרים יחידים ל-4 אטומים אחרים לקבלת מולקולה לינארית.,קשר כפול בין 2 אטומי פחמן ו-2 קשרים יחידים לאטומים אחרים לקבלת מולקולה לינארית.,תשובות א ו-ג נכונות.,,,4,כימיה של החיים,TRUE,,מודל - בוחן 4
בחנים מהמודל,"למולקולת הגלוקוז 2 קונפורמציות - D-glucose ו- L-glucose.כאשר ידוע כי בגוף האדם קיים אנזים היודע להשתמש ב-D-glucose כמקור סוכר להפקת אנרגיה, בעוד שלא קיים אנזים היודע להשתמש ב-L-glucose כמקור אנרגיה. דוגמה זו ממחישה כי:",פחמימות (סוכרים) אינם נחוצים כלל לאורגניזמים.,"אורגניזמים אינם רגישים לואריאציות שונות של מולקולה, במיוחד כשמדובר במולקולה חשובה כמו גלוקוז.",אננטיומרים הם איזומרים המהווים תמונת ראי אחד של השני.,בדרך כלל איזומר אחד פעיל ביולוגית.,,,4,כימיה של החיים,FALSE,,מודל - בוחן 4
בחנים מהמודל,סמנו את ההיגד הלא נכון עבור פולימרים:,ליפידים הם פולימרים.,פחמימות (Carbohydrates) הם פולימרים.,תת היחידה של פולימר נקראת מונומר.,חלבונים הם פולימרים.,,,1,כימיה של החיים,TRUE,,מודל - בוחן 4
בחנים מהמודל,סמנו את ההיגד הנכון:,פחמימנים הם תרכובות אורגניות המכילות אטומי פחמן בלבד.,גליקוגן הוא פוליסכריד (רב סוכר) הנאגר בצמחים ובנוי ממונומרים של גלוקוז.,"קשר גליקוזידי הוא קשר קוולנטי בין מונוסכרידים, המערב אטום חמצן, וכולל תהליך דהידרציה.",ריאקציית דהידרציה מתרחש ביצירת קשר בין סוכרים בלבד.,,,3,כימיה של החיים,FALSE,,מודל - בוחן 4
בחנים מהמודל,מהם סוגי המולקולות המרכיבות שומנים (Fats)?,גליצרול וחומצות שומן.,גליצרול וחומצות אמינו.,סוכרים וחומצות שומן.,פוספוליפידים וחומצות אמינו.,,,1,כימיה של החיים,FALSE,,מודל - בוחן 4
בחנים מהמודל,מה נכון בנוגע לחומצות שומן רוויות ובלתי רוויות?,חומצות שומן רוויות בעלי קשר כפול יחיד או יותר.,שומן רווי מורכב מחומצות שומן רוויות והוא מוצק בטמפרטורת החדר.,"שומן בלתי רווי המורכב מחומצות שומן בלי רוויות, מוצק בטמפרטורת החדר.","בעוד ששומנים מבעלי חיים הם ברובם בלתי רווים, שומנים ממקורות צמחיים הם בדרך כלל רווים.",,,2,כימיה של החיים,FALSE,,מודל - בוחן 4
בחנים מהמודל,מה ניתן לומר על ראקציה כימית בה 0>ΔG ?,האנרגיה של המגיבים נמוכה משל התוצרים.,הריאקציה משחררת אנרגיה (אקסורגנית).,ספונטנית.,הריאקציה דורשת השקעת אנרגיה (אנדרוגנית).,תשובות ב+ג נכונות,,5,כימיה של החיים,TRUE,,מודל - בוחן 5
בחנים מהמודל,מה ניתן לומר על תהליך קטבולי?,שחרור אנרגיה המצומד לתהליך פירוק פולימרים למונומרים.,צריכת אנרגיה לצורך הורדת האנטרופיה של האורגניזם וסביבתו.,נשימה היא תהליך קטבולי.,צריכת אנרגיה לשם בניית פולימרים ממונומרים.,תשובות א+ג נכונות,,5,כימיה של החיים,TRUE,,מודל - בוחן 5
בחנים מהמודל,בחרו את המשפטים הנכונים:,ריאקציה במערכת פתוחה תמיד תגיע לשיווי משקל וכל כן לא יתאפשר לה לעשות עוד עבודה.,ריאקציה במערכת סגורה תמיד תגיע לשיווי משקל ועל כן לא יתאפשר לה לבצע עוד עבודה.,כדי שמערכת תוכל להמשיך לייצר אנרגיה עליה להיות במערכת פתוחה.,"כדי שמערכת תוכל להמשיך לייצר אנרגיה, עליה להגיע תחילה לשיווי משקל.",תשובות ב+ג נכונות,,5,כימיה של החיים,TRUE,,מודל - בוחן 5
בחנים מהמודל,מבנה ראשוני (Primary structure) של פוליפפטיד או חלבון מוגדר כמבנה הנוצר כתוצאה:,מהקשר הפפטידי בין רצף חומצות אמינו.,"מקשרי מימן בין חומצות אמינו המרכיבות את החלבון – לא בין הקבוצות הצדדיות R של אותן חומצות אמינו, לקבלת מבני סליל אלפא (alpha helix) ומשטחי בטא (beta sheet).",מקשרים הנוצרים בין הקבוצות הצדדיות של חומצות האמינו (R).,"מחיבור בין שני פוליפפטידים או יותר, המופיע רק בחלק מהחלבונים.",,,1,כימיה של החיים,FALSE,,מודל - בוחן 5
בחנים מהמודל,מהם מרכיבי הנוקלאוטיד?,"בסיס חנקי, סוכר וקבוצה אמינית.","בסיס חנקי, סוכר, וקבוצת פוספט.",סוכר וקבוצת פוספט בלבד.,בסיס חנקי וסוכר בלבד.,,,2,כימיה של החיים,FALSE,,מודל - בוחן 5
בחנים מהמודל,סמנו את ההיגד הלא הנכון בנוגע לזיווג הבסיסים במולקולות ה- DNA:,בין אדנין (A) ותימין (T) נוצרים 3 קשרי מימן.,"בחימום לטמפרטורה מסוימת, ניתן לגרום לדנטורציה במולקולת ה-DNA, וכך לגרום להפרדה בזיווג הבסיסים.",בין אדנין (A) ותימין (T) נוצרים 2 קשרי מימן.,בין גואנין (G) וציטוזין (C ) נוצרים 3 קשרי מימן.,,,1,כימיה של החיים,FALSE,,מודל - בוחן 5
בחנים מהמודל,מה מהבאים נכון לגבי ההבדלים בין מולקולת RNA ומולקולת DNA?,מולקולת RNA תמיד מופיעה במבנה סליל כפול (double helix) בעוד מולקולת DNA יכולה להיות במגוון מבנים.,"במולקולת ה-RNA יש תימין (T), בעוד שבמולקולת ה-DNA מופיע אורציל (U) – ושניהם עוברים זיווג בסיסים עם אדנין (A).","הסוכר במולקולת ה-DNA הוא ריבוז (ribose), בעוד במולקולת ה-RNA הסוכר הוא דאוקסיריבוז (deoxyiribose).",אף תשובה אינה נכונה.,,,4,כימיה של החיים,FALSE,,מודל - בוחן 5
בחנים מהמודל,מה נכון בנוגע לקשר פפטידי?,"קשר הנוצר בין חומצות אמינו, במהלכו נפלטת מולקולת פחמן דו חמצני (CO2).",קשר הנוצר בין קבוצת קרבוקסיל (COOH) של חומצת אמינו אחת והקבוצה הצדדית (R) של חומצת אמינו אחרת.,"קשר הנוצר בין חומצות גרעין, במהלכו נפלטת מולקולת מים (H2O).","קשר הנוצר בין קבוצת קרבוקסיל (COOH) של חומצת אמינו אחת וקבוצת אמינו (NH2) של חומצה אמינית שנייה, במהלכו נפלטת מולקולת מים (H2O).",,,4,כימיה של החיים,FALSE,,מודל - בוחן 5
בחנים מהמודל,מהם אנזימים?,חלבונים המזרזים תהליכים אך יכולים לבצע פעולה רק פעמים בודדות ומתכלים במהירות.,חלבונים המסייעים בהאצת תהליכים ויכולים לבצע את פעילותם פעמים רבות ואינם מתכלים.,חלבונים בעלי תפקיד הובלה.,חלבונים בעלי תפקיד מבני.,,,2,כימיה של החיים,FALSE,,מודל - בוחן 5
בחנים מהמודל,מה נכון לגבי מיקרוסקופ אור?,באמצעות מיקרוסקופ אור ניתן להסתכל על תאים מתים בלבד.,באמצעות מיקרוסקופ אור ניתן לראות תהליכים דינאמיים בתא.,נעדיף להשתמש במיקרוסקופ אור אם נרצה להסתכל על וירוסים או חלבונים.,מחייב קיבוע של הדגימה שאנו רוצים לראות תחת המיקרוסקופ.,,,2,ביולוגיה של התא,FALSE,,מודל - בוחן 6
בחנים מהמודל,מה ההבדל בין אאוקריוטים לפרוקריוטים?,האאוקריוטים הם בעלי גרעין בעוד בפרוקריוטים אין גרעין,החומר הגנטי,הפרוקריוטים הם בעלי גרעין בעוד באאוקריוטים אין גרעין,,,,1,ביולוגיה של התא,FALSE,,מודל - בוחן 6
בחנים מהמודל,מה נכון לגבי הליזוזום?,א. לאנשים שחולים במחלת גושה יש חוסר באנזים שנמצא בתוך הליזוזום.,ב. אורגנלה שקיימים בתוכה אנזימים שונים שגורמים לפירוק של כל מיני תוצרים.,ג. אתר סינתזה של חלבונים.,ד. אחראי על העברת חלבונים ממקום אחד לשני באמצעות שלפוחיות.,ה. תשובות א׳ ו- ב׳,,5,ביולוגיה של התא,FALSE,,מודל - בוחן 6
בחנים מהמודל,מהו האתר העיקרי בתא אאוקריוטי בו נערכת סינתזה של מולקולת ATP?,א. ליזוזום.,ב. מיטוכונדריה.,ג. גולג׳י,ד. ריבוזום.,,,2,ביולוגיה של התא,FALSE,,מודל - בוחן 6
בחנים מהמודל,הממברנה התאית (סמן/י את התשובה הנכונה):,א. מורכבת משכבת פוספוליפידים אחת בלבד שזנבותיהם ההידרופובים פונים כלפי פנים התא (הציטוזול) וראשיהם ההידרופילים פונים כלפי חוץ התא.,ב. מורכבת מפוספוליפידים בלבד.,ג. מורכבת מפוספוליפידים וחלבונים בלבד.,ד. משמשת כמחסום סלקטיבי למעבר חומרים,,,4,ביולוגיה של התא,FALSE,,מודל - בוחן 6
בחנים מהמודל,פוספוליפידים (סמן/י את התשובה הנכונה ביותר):,מורכבים ממולקולת גליצרול אליה קשורות שתי חומצות שומן ופוספט.,יוצרים את ליבתה ההידרופובית של הממברנה באמצעות אינטראקציות הידרופוביות בין זנבותיהם.,מולקולות אמפיפטיות שמורכבות מזנב הידרופובי וראש הידרופילי.,כל התשובות נכונות.,,,4,ביולוגיה של התא,FALSE,,מודל - בוחן 6
בחנים מהמודל,מה ניתן לומר על הכרומטין?,א. חלק מיחידה גדולה יותר שנקראת כרומוזום.,ב. מבנה הכרומטין הוא המצב הדחוס והקומפקטי שבו ארוז ה - DNA.,ג. כרומטין הוא כינוי ל - DNA יחד עם החלבונים הנלווים אליו.,ד. כל התשובות נכונות.,,,4,ביולוגיה של התא,FALSE,,מודל - בוחן 6
בחנים מהמודל,מה מאפיין תא אאוקריוטי?,א. קיימת הפרדה של האורגנלות השונות באמצעות ממברנות.,ב. המטען הגנטי נמצא חופשי בציטופלסמה.,ג. יש גרעין.,ד. אין בו אברונים.,ה. תשובות א׳ ו- ג׳ נכונות,,5,ביולוגיה של התא,FALSE,,מודל - בוחן 6
בחנים מהמודל,בתאים אאוקריוטים הגרעין עטוף בממברנה כפולה שנקראת,מעטפת הגרעין,נוקלאופלזמה,נוקלאוזום,ממברנת התא,,,1,ביולוגיה של התא,FALSE,,מודל - בוחן 6
בחנים מהמודל,באיזו מהתשובות הבאות מרכיבי התא מסודרים מהקטן לגדול,חומצת אמינו<חלבון<ריבוזום<מיטוכונדריון,חלבון<ריבוזום<מיטוכונדריון<חומצת אמינו,חלבון<חומצת אמינו<מיטוכונדריון<ריבוזום,חומצת אמינו<חלבון<מיטוכונדריון<ריבוזום,,,1,ביולוגיה של התא,FALSE,,מודל - בוחן 6
בחנים מהמודל,מה נכון בנוגע לתהליך הסוקצסיה?,תהליך שמתרחש באופן מעגלי,סוקצסיה משנית מתרחשת כאשר יצרנים מיישבים בית גידול שער הפרעה,השלב החלוצי כולל את חברת השיא של אותו ביום בו מתרחשת הסוקצסיה,"התהליך נגרם כתוצאה מהפרעה שנעשית ע""י האדם בלבד",,,1,אקולוגיה,FALSE,, מודל - בוחן 1
בחנים מהמודל,איזו מבין הדוגמאות הבאות אינה מייצגת אבולוציה מתכנסת?,קוצים על הקקטוסים ועל החלבלובים,מקור של צלוב ומקור של צופית,כנפיים אצל העופות והעטלפים,סנפירים של דגים ושל דולפינים,,,2,אקולוגיה,FALSE,, מודל - בוחן 1
בחנים מהמודל,מה המשפט הנכון בנוגע למשוואת הגידול הלוגיסטי,קצב הגידול ליחידת זמן (R) עולה כאשר N מתקרב לK,קצב גידול האוכלוסייה הוא 0 כאשר N=K,האוכלוסייה גדלה באופן אקספוננציאלי כאשר K קטן,מספר הפרטים הנוספים ליחידת זמן גבוה ביותר כאשר N מתקרב ל0,,,2,אקולוגיה,FALSE,, מודל - בוחן 1
בחנים מהמודל,מה המשפט הלא נכון בנוגע לשיטה המדעית,היפותזה ניתנת להוכחה אך גם להפרכה,"הפיתוזה חזקה היא כזו שנתמכה מספר רב של פעמים ע""י נסיינים שונים",מהיפותזה אחת ניתן לגזור מספר תחזיות,היפותזה הינה נגזרת של תצפיות,,,1,כללי,FALSE,, מודל - בוחן 1
בחנים מהמודל,מה המשפט הנכון בנוגע לכושר נשיאה (K) של אוכלוסייה?,יכול להשתנות בהתאם לתנאי הסביבה,עולה כאשר יש ירידה בקצב הגידול הרגעי   (r),"מחושב באופן מדויק ע""י הנוסחה במודל הגידול הלוגיסטי",לא ניתן לחרוג ממנו או לעלות מעליו,,,1,אקולוגיה,FALSE,, מודל - בוחן 1
בחנים מהמודל,באיזה מצב סביר שנראה דגם פיזור מרחבי אחיד (Uniform)?,כאשר המשאבים מפוזרים באופן לא שיוויוני במרחב,כאשר מתקיימת תחרות על גישה למשאבים,כאשר צפיפות האוכלוסייה נמוכה,כאשר יש יחסי שיתופיות והדדיות בין פרטים באוכלוסייה,,,2,אקולוגיה,FALSE,, מודל - בוחן 1
בחנים מהמודל,"הבדלי נישות מאפשרים למינים שונים להתקיים זה לצד זה ע""י?",מתן מסתור והגנה למין נטרף מהמין הטורף שלו,הגברת התחרות הישירה בינהם,צמצום התחרות הישירה בינהם,עידוד שיתוף פעולה והדדיות בין המינים,,,3,אקולוגיה,FALSE,, מודל - בוחן 1
בחנים מהמודל,איזה טענה אינה נכונה בנוגע לאוכלוסיית בני האדם במדינות מתועשות?,מאופיינת באסטרטגיית רבייה מסוג R,התרחש בה מעבר דמוגרפי,מאופיינת בעקומת שרידות טיפוס 1,מספר נפשות ממוצע למשפחה קטן,,,1,אקולוגיה,FALSE,, מודל - בוחן 1
בחנים מהמודל,"הקוצן המצוי והקוצן הזהוב שני מכרסמים דומים מאוד החיים זה לצד זה. מצב זה מתאפשר ע""י?",חלוקה בזמן,טריפה,הזדווגות בתקופות שונות בשנה,מקורות מזון שונים,,,1,אקולוגיה,FALSE,, מודל - בוחן 1
בחנים מהמודל,סמנו את המשפט הנכון,חברה היא קבוצה של פרטים מאותו מין,ביומה היא מערכת אקולוגית הכוללת בעיקר פרטים מאותו מין,אוכלוסייה כוללת מספר חברות ממינים שונים,ביומה מתאפיינת בחברת שיא ייחודית ואקלים דומה,,,4,אקולוגיה,FALSE,, מודל - בוחן 1
בחנים מהמודל,"בתהליך נשימה אירובית, אלקטרונים עוברים בסדר הבא (מימין לשמאל):",גלוקוז > ATP > שרשרת העברת האלקטרונים > NADH,גלוקוז > NADH > שרשרת העברת האלקטרונים > מולקולת חמצן,גלוקוז > פירובט > ATP > חמצן,אוכל > גליקוליזה > מעגל החומצה הצטרית > NADH > מולקולת ATP,,,2,ביולוגיה של התא,FALSE,,מודל - בוחן 7
בחנים מהמודל,מהו השלב בתהליך הנשימה האירובית בו מתקבלת כמות ה - ATP הגדולה ביותר?,חמצון פירובט.,שרשרת מעבר האלקטרונים.,מעגל חומצת הלימון.,גליקוליזה.,,,2,ביולוגיה של התא,FALSE,,מודל - בוחן 7
בחנים מהמודל,הכוח המחזר (NADH) שמתקבל ממעגל חומצת הלימון:,ללא הכוח המחזר תהליך הגליקוליזה יכול להמשיך להתקיים ללא הפרעה.,יוכל לשחרר אלקטורונים בשרשרת מעבר האלקטרונים.,לא תורם לשום תהליך.,לא נוצר כוח מחזר במעגל חומצת הלימון.,,,2,ביולוגיה של התא,FALSE,,מודל - בוחן 7
בחנים מהמודל,"אם למולקולת +NAD התווסף אטום מימן, היא עברה תהליך של:",חמצון.,דה הידרוגנציה.,הידרוליזה.,חיזור.,,,4,ביולוגיה של התא,FALSE,,מודל - בוחן 7
בחנים מהמודל,מה נכון לגבי תהליך הגליקוליזה?,בתהליך זה מולקולת +NAD עוברת חיזור ל - NADH.,תהליך זה מתרחש במיטוכונדריה.,בתהליך זה מתפרקת מולקולת גלוקוז לשתי מולקולת של פירובט.,בתהליך זה נוצר FADH2.,תשובות א׳ ו- ג׳ נכונות.,,5,ביולוגיה של התא,TRUE,,מודל - בוחן 7
בחנים מהמודל,אילו מהסעיפים הבאים הנוגעים לממברנות הוא הנכון ביותר:,לממברנות חדירות סלקטיבית שמונעת כניסת ויציאת חומרים באופן חופשי.,ממברנות משמשות כמחסום הידרופובי שמפריד בין שתי סביבות מימיות.,כל התשובות נכונות.,מרכיב הממברנה העיקרי הוא פוספוליפידים.,,,3,ביולוגיה של התא,FALSE,,מודל - בוחן 7
בחנים מהמודל,אילו מהסעיפים הבאים הנוגעים לפוספוליפידים הוא הנכון ביותר:,פוספוליפידים יכולים לעבור משכבת הממברנה החיצונית אל הפנימית באופן חופשי.,פוספוליפידים הם מולקולות הידרופוביות שאחראיות על ויסות פלואידיות הממברנה.,פוספוליפידים שמצויים בסביבה מימית ייצרו מבנים ממברנלים באופן ספונטני על מנת למנוע ירידה באנטרופיית המערכת.,פוספוליפידים הם מולקולות אמפיפטיות בעלות ראש הידרופובי וזנבות הידרופילים.,,,3,ביולוגיה של התא,FALSE,,מודל - בוחן 7
בחנים מהמודל,נתונים שני תאים - האחד עכברי והשני אנושי. החלבונים הממברנלים של כל אחד מהתאים צבועים בצבע אחר - ירוק וכתום בהתאמה. התאים מאוחים לתא משותף. כיצד יראה דפוס החלבונים הממברנלים בתא זה לאחר מס׳ שעות?,התא המאוחה ידגים ערבוב של הצבעים ירוק וכתום הודות לתנועת חלבונים אקראית בממברנה.,אף תשובה לא נכונה.,חציו העכברי של התא ישאר ירוק וחציו האנושי ישאר כתום.,חציו העכברי של התא יהפוך כתום וחציו האנושי יהפוך ירוק הודות לתנועת חלבונים כיוונית בממברנה.,,,1,ביולוגיה של התא,FALSE,,מודל - בוחן 7
בחנים מהמודל,נתון אורגניזם חד-תאי שרגיל לחיות בטמפרטורה של 25 מעלות. אורגניזם זה מועבר לסביבה בה מתקיימת טמפרטורה של 4 מעלות. כיצד ישמור האורגניזם על פלואידיות הממברנה שלו?,יעלה את מס׳ הפוספוליפידים בעלי חומצות השומן הבלתי-רוויות שמצויים בממברנה.,אין צורך לשמר את פלואידיות הממברנה היות והיא חסרת משמעות תפקודית.,לא קיימת דרך לשמר את פלואידיות הממברנה.,יעלה את מס׳ הפוספוליפידים בעלי חומצות השומן הרוויות שמצויים בממברנה.,,,1,ביולוגיה של התא,FALSE,,מודל - בוחן 7
בחנים מהמודל,אילו מהסעיפים הבאים הנוגעים לכולסטרול הוא הנכון ביותר:,כולסטרול הוא מולקולה אמפיפטית שממוקמת ברובה בציטוזול או בסביבה החוץ-תאית וקשורה אל הממברנה באמצעות זנב הידרופובי קצר.,הטבעות המרכיבות את מולקולת הכולסטרול מקנות לה גמישות רבה.,"כולסטרול אחראי על ויסות פלואידיות הממברנה כך שבטמפרטורה גבוהה הפלואידיות יורדת, ובטמפרטורה נמוכה הפלואידיות עולה.",כולסטרול גורם להקשחת יתר של הממברנה ולכן אסור שימצא בתוכה.,,,3,ביולוגיה של התא,FALSE,,מודל - בוחן 7
