מקור,שאלה,תשובה 1,תשובה 2,תשובה 3,תשובה 4,תשובה 5,תשובה 6,תשובות נכונות,נושא,חשיבות לסדר,קישור לתמונה,מי הוסיפ/ה,הערות
2020 מועד א,מהו תפקידם של Gap Junctions בין תאים?,לחבר סיבי אקטין ) actin filaments )בתא אחד לאלו שבתא סמוך.,"לאפשר שיחלוף של יונים ושל מולקולות קטנות )עד 1000 דלתון(, בין תאים סמוכים",לחסום מעבר של חומרים מחלל המעי אל תאי האפיתל הסמוכים.,לאפשר מעבר של מאקרו-מולקולות )חלבונים וחומצות גרעין( בין תאים סמוכים,לחבר פילמנטים בינוניים ) intermediate filaments )בתא אחד לאלו שבתא סמוך,,2,,,,עידו דוד,
2020 מועד א,"לפניך תרבית תאים הטרוגנית מבחינת הנקודה בה נמצאים התאים במחזור התא.   אורך מחזור התא של התאים בתרבית הוא 100 שעות.
בדיקה במיקרוסקופ הראתה של-%20 מהתאים יש DNA דחוס במיוחד.
סימון קצר )הדגרה קצרה( של התרבית בתימידין מסומן )מסמן DNA )הראה ש-%30 מהתאים סומנו.
בדיקה ב-FACS הראתה ש-%30 מהתאים נמצאים בפאזות M+G2.
מה אורכה של פאזת G1?",80 שעות,70 שעות,40 שעות,30 שעות,20 שעות,,3,,,,עידו דוד,
2020 מועד א,איזה מהמשפטים הבאים נכון לגבי הבקרה על מחזור התא?,מתווכת על ידי חלבוני ציקלין )cyclin )שריכוזם תמיד יורד לפני כניסה לכל פאזה.,מתווכת על ידי חלבוני קינאז הפועלים להסרת קבוצות פוספאט מחלבוני ציקלין,משוב היזון חוזר חיובי )positive feedback loop )תורם להגברת סיגנל כניסה לפאזת M,משוב היזון חוזר שלילי )negative feedback loop  )תורם להגברת סיגנל כניסה לפאזת S ו- G,כל התשובות נכונות,,3,,,,עידו דוד,
2020 מועד א,מה מאפיין את קומפלקס האקטיבטור של פאזת המיטוזה M-phase activator?,"הוא קינאז המופעל ע"" זרחון, דה-זרחון )dephosphorylation )וחיבור לציקלין )cyclin .)","הוא מופעל ע""י קספאזות )caspase )המבקע אותו לשתי תת יחידות",הוא פקטור שעתוק הנקשר לפרומוטורים של גנים המקדדים לחלבונים המשתתפים במיטוזה,"עם הפעלתו, הוא גורם לדה-זרחון של מספר רב של חלבוני מטרה המשתתפים במיטוזה",,,1,,,,עידו דוד,
2020 מועד א,איזה מהמנגנונים הבאים אינו משתתף בבקרת פעילותם של חלבוני ה-CDKs (Cyclic Dependant Kinases),עלייה של ריכוז חלבוני ציקלין )cyclin )מסוימים המתאימים לפאזת הגידול.,זרחון T-loop של CDK,הגבלה של ריכוז חלבוני ציקלין מסוימים באמצעות יוביקוויטינציה ודגרגציה בפרוטאוזום.,הגברת פעילות CDK במנגנון משוב שלילי )negetive feedback  .,עיכוב פעילות CDK באמצעות CDK inhibitors ( באמצעות CKIs .),,4,,,,עידו דוד,
2020 מועד א,איזה מהמשפטים הבאים אינו נכון לגבי בקרת ביטוי גנים?,Regulatory Genes  מקדדים לפקטורי שעתוק המתפקדים תמיד כאקטיבטורים של שעתוק,ישנם house keeping genes המקדדים לפקטורי שעתוק שיכולים לשפעל ביטוי גנים דומים בתאים שונים.,ישנם tissue specific genes שמקדדים לפקטורי שעתוק מסוימים המותאמים לרקמה בה נמצא התא.,Master Genes  מקדדים לפקטורי שעתוק המבקרים ביטוי של גנים אחרים,,,1,,,,עידו דוד,
2020 מועד א,כיצד ניתן להשרות יצירת תאי עצב הומניים?,"מגרעין תא שומן הומני המוחדר לביצית צפרדע והשריית התמיינות לתאי עצב, מכיוון שיש לו פוטנציאל התפתחותי מלא.","לא ניתן לעשות זאת מאחר שייעוד תאי  Cell determination נקבע בשלב עוברי מוקדם ע""י תכולת החלבונים בציטופלסמה",רק על ידי שימוש בתאי גזע עובריים הומניים והשריית התמיינות לתאי עצב.,ניתן ליצור תאי גזע פלוריפוטנטיים (pluripotent stem cells; iPSCs) מתאי עור הומניים ולאחר מכן להשרות התמיינות לתאי עצב.,"שימוש בתאי עור הומניים באמצעות הפעלת זיכרון תאי המתאפשר ע""י בקרה שלילית של פקטורי שעתוק",,4,,,,עידו דוד,
2020 מועד א,איזה מהמשפטים הבאים נכון לגבי תאי גזע stem cells ?,הפוטנציאל ההתפתחותי של תאי גזע תמיד מצטמם לאחר חלוקה.,רק חלוקה א-סימטרית מאפשרת מיחזור תאי גזע,תאי גזע אף פעם לא עוברים חלוקה סימטרית,מורפוגנים מאפשרים שימור תכונות תאי הגזע בעת חלוקה,כאשר תאי גזע מתחלקים לא כל תאי הבת תמיד יהיו זהים,,5,,,,עידו דוד,
2020 מועד א,( )קריאת חובה( סמן את המפשט הנכון לגבי DNA duplocation gene:,"מנגנון DNA gene duplication גורם תמיד לאיבוד גנים פעילים במהלך האבולוציה של אורגניזם והפיכתם ל-pseudogenes ,כפי שמודגם בגנים המקודדים לחבלוני הגלובין",תמיד יגרום ליצירת שני חלבונים חדשים באורגניזם,הדמיון הרב ברצף חומצות האמינו ובמנה של חלבוני הגלובין ביונקים מעיד על כך שישנו גן בודד המקודד לגלובין שנשמר באבולוציה ולא עבר DNA gene duplication,"יכול להוביל ליצירת גנים פונקציונליים, כפי שמודגם בגנים המקודדים לחלבוני הגלובין השמורים באבולוציה",,,4,,,,עידו דוד,
2020 מועד א,"על מה מבוססת התופעה של סולם דנ""א )DNA laddering )באפופטוזיס?","חיתוך דנ""א על ידי אנדונוקלאז )endonuclease ,)התלוי ברצפים ספציפיים של נוקלאוטידים בדנ""א","חיתוך דנ""א על ידי קספאזות )caspases ,)התלוי ברצפים ספציפיים של נוקלאוטידים בדנ""א","חיתוך דנ""א על ידי אנדונוקלאז )endonuclease ,)שלא תלוי ברצפים ספציפיים של נוקלאוטידים בדנ""א","חיתוך דנ""א על ידי קספאזות, שלא תלוי ברצפים ספציפיים של נוקלאוטידים בדנ""א","סינתזה של מקטעים קצרים של דנ""א על ידי פולימראז )polymerase )המבוקר על ידי קספאזות","תשובות א,ג נכונות",6,,,,עידו דוד,
2020 מועד א,מה נכון לגבי האפופטוזום )apoptosome,הרכבתו תלויה בזליגת ציטוכרום-c מהמיטוכונדריה,מבנה חלבוני המורכב רק מקספזות,מבנה רב-חלבוני הנבנה על גבי הממברנה הפנימית של המיטוכונדריה,הרכבתו תלויה בכניסת קספזות למטריקס של המיטוכונדריה,הרכבתו תלויה בכניסת קספזות ל- space membrane-inter( תווך הבין-ממברנלי( של המיטוכונדריה.,,1,,,,עידו דוד,
2020 מועד א,מה לא נכון לגבי החלבון Bad?,שייך למשפחת ה- BH3 only,צפוי לשנות את פעילותו בעקבות הפעלה של PI3 Kinase,זרחונו על ידי (PKB (AKT מונע את קישורו לחלבון Bcl2,"פעילותו הפרו-אפופטוטית מוגברת על ידי זרחון )על ידי PKB, AKT.)",,,4,,,,עידו דוד,
2020 מועד א,מה לא נכון לגבי ה- Chromosome Philadelphia?,בעל רצף זהה בתאי דם שונים של חולה מסוים,מאפיין סוג מסוים של סרטן דם,בעל אורך לא תקין,מקודד לחלבון איחוי )fusion protein ),בעל רצף זהה בין חולים שונים.,נוצר בעקבות טרנסלוקציה כרומוזומלית )chromosomal translocation .),5,,,,עידו דוד,
2020 מועד א,מה מאפיין את Warburg effect,הגברת יצירת חומצת חלב )lactate )על ידי התא הסרטני,הפקה מוגברת של אנרגיה על ידי פעילות מיטוכונדריאלית בתאים סרטניים,ירידה מובהקת בהפקת אנרגיה בתאים סרטניים,ירידה בצריכת הגלוקוז ועליה בצריכת שומנים על ידי התא הסרטני.,חימצון מלא של גלוקוז ל-CO2 על ידי התא הסרטני,,1,,,,עידו דוד,
2020 מועד א,מה מאפיין את המוטציות )מבחינת אופי ו/או דגם הפיזור על גבי הגן( בגנים המקודדים ל- Ras ו- PTEN בסרטן?,"מוטציות באזור הפרומוטור, הגורמות לסגירה אפיגנטית של כרומטין, מאפיינות את Ras.","בחולים שונים, מוטציות ב-Ras מתפזרות על גבי עמדות רבות בגן",מוטציות ב-PTEN מאופיינות ב-truncating mutation ( מוטציות המכניסות -stop-codon.),מוטציות ב-Ras מאופיינות ב-mutation truncating( מוטציות המכניסות -stop-codon,הכפלות כרומוזומליות מאפיינות את PTEN.,,3,,,,עידו דוד,
2020 מועד א,מה נכון לגבי החלבון RHEB?,מופעל על ידי החלבון Tcs2 - Tuberous sclerosis,קושר ומבצע הידרוליזה ל-ATP,פעיל ביתר במחלת ה- Tuberous Sclerosis,מדכא את פעילות mTOR,רמות ביטוי מופחתות בסרטן.,,3,,,,עידו דוד,
2020 מועד א,מה נבדק בסריקה הגנטית לגילוי גנים המעורבים באוטופאגיה שבוצעה על ידי Yoshinori Oshumi,גודל השמר,אקטיבציה של קספאזות,הצטברות של וזיקולות )vesicles )בוקואלה )vacuole .),הצטברות של קולטנים ב-plasma membrane ,מספר ה-Nucleoli בגרעין,,3,,,,עידו דוד,
2020 מועד א,,,,,,,,,,,,עידו דוד,
2020 מועד א,מה נכון לגבי ACC (Acetyl-Coa Carboxylase)  ?,מוסיף קבוצת קרבוקסיל ל- Malonyl CoA,מוסיף CoA Acetyl לשרשרת פחמן-מימן של חומצת שומן ההולכת ונבנית,הופך את Pyruvate ל- Malonyl CoA,מוסיף Acetyl ל- Pyruvate,מוסיף קבוצת קרבוקסיל ל Actyl CoA,מוריד קבוצת קרבוקסיל מ Acetyl CoA,5,,,,עידו דוד,
2020 מועד א,מה נכון לגבי תהליך יצירת פוספוליפידים בתאים?,הוא תהליך ספונטי )לא דורש אנרגיה(,"ביצירת פוספטידיל כולין )phosphaidyl choline  ,)הוספת כולין מתרחשת בשכבה הציטוזולית של ממברנת ה- ER",מתרחשת על גבי כל הממברנות הדו שכבתיות של התא,הכנסת חומצת שומן לממברנות מתרחשת בשכבה הלומינלית )luminal layer  )של ממברנת ה- .endoplasmic reticulum,,,2,,,,עידו דוד,
2020 מועד א,)חומר Y מפעיל את האנזים AMPK( האנזים AMP-activated protein kinase) מה צפוי להתרחש בעקבות חשיפת התא לחומר Y,הגברת גליקוליזה.,הגברת סינתזה של חומצות שומן,עידוד תהליכים אנאבוליים )anabolic )בתא,דיכוי תהליך אוטופאגיה,האצה בקצב הסינתזה של חלבונים,,1,,,,עידו דוד,
2020 מועד א,מה נכון לגבי החלבון דינמין?,פעילותו תלויה ביכולתו לקשור ATP,חסר יכולת קשירה לליפידים.,מבצע הידרוליזה של GTP,קושר ישירות רצפים אנדוציטיים של קולטנים חוצי-ממברנה,"כמונומר )monomer ,)מבצע ניתוק של וזיקולה ממברנת הפלסמה",,3,,,,עידו דוד,
2020 מועד א,מה נכון לגבי מנגנון הכנסת ברזל לתאים באמצעות tranferrin ?,Ferro-transferrin קושר קלתרין ב- 7 pH .,ברזל קושר transferrin ב- pH חומצי.,Apo-transferrin קושר את ה- transferrin receptor ב- pH 7,Ferro-transferrin קושר את ה- transferrin receptor ב- pH 7,Apo-transferrin קושר את דינמין ב- pH חומצי,,4,,,,עידו דוד,
2020 מועד א,מה נדרש לתהליך ייבוא של הידרולאזות לליזוזום?,קישור קוולנטי של M6P להידרולאז.,קישור קוולנטי של M6P לקלתרין.,N-glycosylation  של קלתרין,קישור של uridine mono-phosphate ל M6P recepter (UMP),,,1,,,,עידו דוד,
2020 מועד א,)קריאת חובה( מה לא נכון לגבי RNA editing ,מבוצע על ידי adenine deaminases of RNA (ADAR),יכול להביא לשינוי ברצף חומצות אמינו בחלבון,"יכול לשנות זיווגי בסיסים במבנים של רנ""א דו-גדילי","מחייב שינוי רצף הדנ""א.",,,4,,,,עידו דוד,
2020 מועד א,( )קריאת חובה( מה לא נכון לגבי חלבונים ממשפחת ה-Rho?,קושרים GTP,מווסתים את פעילות מבנה הציטוסקלטון,קושרים GDP,קישורם לממברנה לא מושפע ממצב הפעילות שלהם,פעילותם מושפעת מקישור ל- guanine nucleotide dissociation inhibitor (GDI),מתווכים סיגנלים הנקלטים על ידי קולטנים חוצי-ממברנה,4,,,,עידו דוד,
2019 מועד א,מודיפיקציות לאחר תרגום יכולות לקרות על השיירים של חומצות האמינו:,סרין ליזין וטריפטופן,סרין ליזין ואספרגין,סרין טראונין ואלנין,אספרטאט גלוטמאט ופרולין,,,2,,FALSE,,נדב בן נון,
2019 מועד א,"נתון חלבון באורך 620 חומצות אמינו בעל הרצף הבא:
איזה סוג חלבון יתקבל?",סוג 1,סוג 2,דאבל פאס,חלבון ממברנלי מסוג IV-A שחוצה את הממברנה מספר רב של פעמים (multi pass),,,1,,FALSE,https://i.imgur.com/ckalpxC.png,נדב בן נון,
2019 מועד א,"עבור החלבון הנתון, נתון כי: משקל חומצת אמינו: 0.1kD, אורך פפטיד סיגנל: 20 חומצות אמינו, אורך stop transfer: 22 חומצות אמינו, אורך שרשת סוכרית ממוצעת: 10 יחידות, משקל יחידה סוכרית: 0.2kD. בנוסף, נתון כי האזורים המסומנים בציור הם האזורים ההידרופוביים היחידים בחלבון, ושיירי האספרגין היחידים (יש להתחשב רק בגליקוזילציה מסוג N ולא מסוג O). מה יהיה משקלו של החלבון אם יסונתז in vitro (ללא מיקרוזומים) לעומת in vivo?","In vitro: 60kD, in vivo: 62kD",,"In vitro: 62kD, in vivo: 64kD","In vitro: 62kD, in vivo: 66kD","In vitro: 62kD, in vivo: 68kD",,3,,FALSE,https://i.imgur.com/ckalpxC.png,נדב בן נון,
2019 מועד א,עבור שאלות 5-6 בחר מתוך הרשימה הבאה את התכונה המתאימה ביותר: 6- Trans golgi ו-5 ER,מכיל רצפטורים לSRP,יצירת ואזיקולות המגיעות לליזוזום,יצירת ואזיקולות המגיעות לממברנה,הוספת GlcNAc / פוספט (לא זוכרת איזה אחד מהם) לגליקופרוטאינים,הוספת חומצה סיאלית (NANA) לגליקופרוטאינים,,שאלה 5 - 1 שאלה 6 - 5,,FALSE,,נדב בן נון,
2019 מועד א,מה יגרום לתנועה וזיקולה לכיוון ה(-) על סיבי מיקרוטובולי,SNARES,קינזין עם ATP,דנאין עם ATP,דינמין עם ATP,פילמור הסיב לכיוון התנועה,,3,,FALSE,,נדב בן נון,
2019 מועד א,מה תפקידו של sar1?,לגרום לניתוק (pinching off) של וזיקולה,לגייס תת-יחידות של הציפוי cop2 לאתרי היציאה מהer,לחבר בין t-snares של הer לבין וזיקולות הcop2,לחבר בין הt-snares של הגולג'י לבין וזיקולות cop2,לקשור רצפטור למטען (cargo receptors) כאדפטור.,,2,,FALSE,,נדב בן נון,
2019 מועד א,לאיזה מהמרכיבים הבאין נקשר האנזים e2 (השייך למערכת היוביקוויטינציה) באופן קוולנטי?,לחלבון מטרה מזורחן,ל-ATP,לפרוטאוזום (proteasome),לסיגנאל דגרדציה (degredation) החשוף (על חלבון המטרה),יוביקוויטין,,5,,FALSE,,נדב בן נון,
2019 מועד א,מה משותף לאימונובלוט והשקעה אימונית,חובה להשתמש בנוגדן שניוני,רואים הרבה פסים בsds9,"שימוש בריאגנטים (תיקון במבחן- כל מרכיבי התגובה- חלבון, נוגדנים וכו'",חייבים להשתמש ב-coomassie,,,3,,FALSE,,נדב בן נון,
2019 מועד א,"חוקר לקח חלבון עם קשרים דיסולפידיים, חיזר אותם והוסיף אוריאה כמו בניסוי של Anfinsen. מה החוקר צריך לעשות כדי לגרום לרנטורציה מהירה של החלבון?",מספיק רק להוסיף חומר מחמצן.,מספיק רק להוציא את האוריאה בדיאליזה.,קודם להוציא את האוריאה בדיאליזה ואז להוסיף חומר מחמצן.,קודם להוסיף חומר מחמצן ואז להוציא את האוריאה בדיאליזה,לא ניתן לבצע רנטורציה מלאה ללא צ׳פרונים,,3,,FALSE,,נדב בן נון,
2019 מועד א,מה מקושר למנגנון בקרת קישור היסטונים לדנא שמתחרה עם מתילציה ואצטליציה?,קישור להיסטון של עץ יוביקווינון (פולי-יוביקוויטילציה) במנגנון שקשור במוערבות ליזין 48 של יוביקוויטין,קישור קוולנטי להיסטון של עץ יוביקווינון (פולי-יוביקוויטילציה) במנגנון שקשור במעורבות ליזין 63 של יוביקוויטין,קישור קוולנטי של עץ יוביקווינון (פולי-יוביקווילציה) לשייר ליזין 48 בהיסטון,קישור קוולנטי של עץ יוביקווינון (פולי-יוביקווילציה) לשייר ליזין 48 בהיסטון,קישור קוולנטי להיסטון של יוביקוויטין אחד (מונו-יוביקוולציה),קישור לא קוולנטי של יוביקווינון,5,,FALSE,,נדב בן נון,
2019 מועד א,איזה מהמשפטים הבאים אינו נכון לגבי שלושת המסלולים של התגובה לחלבונים לא מקופלים (URP) ביונקים? (מועתק במדויק),החיישנים של שלושתם מזהים חלבונים מקופלים לא נכון ב-ER ומתניעים מפל זרחון (היה כתוב את המונח באנגלית) המוביל לשעתוק מוגבר של גנים.,שלושתם גורמים לביטוי מוגבר של פקטורי שעתוק,שלושת המסלולים מבקרים פקטורי שעתוק באמצעות מנגנונים שונים,שלושת המסלולים גורמים לביטוי מוגבר של צ'פרונים ולטרנסלוקציה שלהם ל-ER,יש הגברת שעתוק של גנים בתגובה להפעלתם של כל אחד משלושת המסלולים,,1,,FALSE,,נדב בן נון,
2019 מועד א,"באיזה מהחלבונים הנ""ל נמצא רוב/כל רצף הפוליפפטיד בהכרח בצד הציטוזולי של הממברנה?",חלבון עם עוגן Prenyl,חלבון עם עוגן GPI,גליקופרוטאין ממברנלי מסוג II עם שרשראות סוכר מסוג N (N-linked),גליקופרוטאין ממברנלי מסוג I עם שאריות GlcNAC עם קשר O (O-limked),חלבון ממברנלי מסוג IV-B עם קשרים דיסולפידיים,,1,,FALSE,,נדב בן נון,
2019 מועד א,"באיזה מהחלבונים הנ""ל נמצא רוב/כל רצף הפוליפפטיד בהכרח בצד החוץ תאי של הממברנה?",חלבון עם עוגן Prenyl,חלבון עם עוגן GPI,גליקופרוטאין ממברנלי מסוג II עם שרשראות סוכר מסוג N (N-linked),גליקופרוטאין ממברנלי מסוג I עם שאריות GlcNAC עם קשר O (O-limked),חלבון ממברנלי מסוג IV-B עם קשרים דיסולפידיים,,2,,FALSE,,נדב בן נון,
2019 מועד א,איזה משפט מהבאים אינו נכון לגבי סיבי עמילואיד (amyloid fibers)?,רק למעט חלבונים יש פוטנציאל ליצור סיבי עמילואיד,סיבי עמילואיד עשירים במשטחי בטא (beta sheets),סיבי דמילועיד יכולים להיות באורך של כמה מיקרומטרים,חלבוני פריון (prion) יכולים להיות מדבקים (היה נתון המונח באנגלית) ללא העברת DNA או RNA,תאי עצב מסויימיםרגישים במיוחד לנזק הנגרם מסיבי עמילואיד משום שהם אינם מתחלקים,,1,,FALSE,,נדב בן נון,קריאת חובה 2019
2019 מועד א,איזה מבין המשפטים הבאים לא נכון לגבי הריסים (cillia) של תאים אאוקריוטים?,אקטין הוא האחראי לתנועת הריסים,לכל אחד מהריסים יש כמה מיקרוטובולי,ממברנה פלסמטית מקיפה כל אחד מהריסים,יש לריסים חלבוני מנוע,יש תאים בבני אדם שיש להם ריסים,,1,,FALSE,,נדב בן נון,קריאת חובה 2019
2019 מועד א,מה מאפיין את מולקולת היאלורונן Hyaluronan ?,שרשרת סוכרים ארוכה המצומדת לחלבונים על פני התא.,נושאת מטען שלילי מקבוצות סולפאט.,מסונתזת על גבי ממברנת התא.,מופרשת מגולג׳י של תאים פיברובלסטים.,מורכבת מטרימר של שלוש שרשראות.,,3,,FALSE,,נדב בן נון,
2019 מועד א,מה נכון לגבי המטריקס החוץ תאי (ECM: Extra cellular metrix),א.תמיד מסונתז בER,ב.מופרש מפיברובלסטים,ג.ברקמות קשות כמו עצם הECM יכיל רק קולגן סיבי,ד.ברקמות גמישות כמו דופן כלי הדם הECM יכיל רק GAG.,,ה.ג+ד נכונים,2,,TRUE,,נדב בן נון,
2019 מועד א,למה מוטציית חסר ברצף rgd בפיברונקטין תגרום?,איבוד מודיפיקציות סוכריות,איבוד יכולת קשירה לאינטרגינים,לא יווצרו דימרים של פיברונקטין,איבוד יכולת קשירה לקולגן,גמישות יתר,,2,,FALSE,,נדב בן נון,
2019 מועד א,מה מהבאים אינו יכול לקשור אינטגרינים (Integrins) ?,לאמינין (Laminin),פיברונקטין (Fibronactin),חלבון בעל דומיין SUN (SUN domain Protein),סיבי אקטין באמצעות חלבונים מתווכים (Adaptor Protein),סיבי Intermediate filaments באמצעות חלבונים מתווכים (Adaptor protein),,3,,FALSE,,נדב בן נון,
2019 מועד א,מה נכון לגבי מיון חלבונים בתא אאוקריוטי?,מתרחש רק לאחר סיום סינטזת החלבונים,מתרחש בתהליך סינטזת חלבונים על גבי הריבוזומים ב-ER,חלבון ללא רצף סיגנאל יובל למיטוכונדריה,הוספת רצף סיגנאל ER (ER signal peptide) בקצה ה-N טרמינלי בחלבון תגרום להכנסת החלבון ל-ER,הכנסת חלבונים לאברוני התא היא תהליך פאסיבי שלא דורש אנרגיה,,4,,FALSE,,נדב בן נון,
2019 מועד א,מה לא נכון לגבי מעטפת הגרעין הפנימית (Nuclear Lamina)?,חלבוני הלמינין מצפים את ממברנת הגרעין הפנימית ותומכים בארגון וקשיחות גרעין התא,סיבי הביניים (intermidiat filaments) יוצרים רשת סיבית המהווה את מעטפת הגרעין,חלבוני הלאמין קשורים לכרומטין באזורים שלרוב אינם פעילים בשעתוק (המונח באנגלית שמתאר את האזורים שאינם קשורים לשעתוק),חלבוני הלאמין קשורים לשלד התא דרך שתי הממברנות העוטפות את הגרעין באמצעות קומפלקסים חלבונים (LINC complexes),מתווכחת את מיקום הגרעין בתוך התא,,1,,FALSE,,נדב בן נון,
2019 מועד א,איזה משפט נכון לגבי צמתים בין תאים (cell junction)?,חלבוני קדהרינים מתווכים אדהזיה בנוכחותריכוז נמוך של סידן,דזמודומים (Desmosomes) מחברים פילמנטיים ביניים (Intermediate Filament) בתא אחד לאלו שבתא השכן,המידזמודומים (Hemidesmosomes) מחברים פילמנטיים ביניים (Intermediate Filament) בתא אחד לאלו שבתא השכן,המידזמודומים (Hemidesmosomes) מחברים סיבי אקטין (Actin Filament) בתא אחד למטריקס החוץ תאי באמצעות אינטגרינים.,פיברונקטין (Fibronactin)קושר פילמנטיים ביניים (Intermediate Filament) בתוך התא,,2,,FALSE,,נדב בן נון,
2019 מועד א,מה התפקיד של gap junctions?,מאפשרים מעבר של מולקולות גדולות (מעל 5000 דלתון) באמצעות תעלות הטרמריות,חיבור בין סיבי ביניים של 2 תאים סמוכים,חיבור בין סיבי האקטין של 2 תאים סמוכים,מניעת מעבר חיידקים בין 2 תאים סמוכים,מאפשרים מעבר של מולקולות קטנות ( 1000 דלתון) מסיסות במים בין תאים סמוכים,,5,,FALSE,,נדב בן נון,
2019 מועד א,איזה משפט נכון לגבי הבקרה על מחזור התא?,מתווכת על ידי חלבוני ציקלין (Cyclin) שכמעט תמיד ירד לפני כניסה לכל פאזה,מתווכת על ידי חלבוני קינזין הפועלים להסרת קבוצת פוספט מחלבוני ציקלין,משוב היזון חוזר חיובי (Positive feedback loop) תורם להגברת סיגנאל כניסה לשלב M,משוב היזון חוזר שלילי (Negative feedback loop) תורם להגברת סיגנאל כניסה לפאזה S מG1,כל התשובות נכונות,,3,,FALSE,,נדב בן נון,
2019 מועד א,"מוטציה בגן מסוים בתאים גרמה לכך שהם מפסיקים לגדול ולהתפתח אם מעבירים אותם מטמפרטורה של 25 מעלות לטמפרטורה של 37 מעלות. בחנו את פעילות מחזור התא באמצעות FACS . לפי הגרף המצורף, מה יכולה להיות המוטציה? (מצורף צילום של הגרף, במבחן הוא לא היה כזה מטושטש. הימני מציין 37 מעלות, השמאלי מציין 25 מעלות)",בעיה בדחיסה של הכרומוזומים,בעיה בזרחון לאמינים,בעיה בהפעלת S Phase CDK,בעיה בזרחון M Phase CDK,בעיה בציטוקנזה,,3,,FALSE,https://i.imgur.com/9alEZsZ.png,נדב בן נון,
2019 מועד א,"מחזור התא- 100 שעות. 30% מסומנים בתימידין רדיואקטיבי, 20% כרומוזומים דחוסים, 30% בG2M. מה אורך G1?",20 שעות,30 שעות,40 שעות,לא ניתן לדעת,,,3,,FALSE,,נדב בן נון,
2019 מועד א,איזה מהמנגנונים הרשומים למטה משתתף בבקרת פעילות של cdk,עליה בריכוש של סידן המתווכת סינתזת חלבון cyclin,הגדלת ריכוז cyclin מסוים ביוביקוטנציה ודגרדציה בפרוטאזום,מתילציית c loop ב cdk,פעילות cki,הגברת פעילות קספאזות,,4,,FALSE,,נדב בן נון,
2019 מועד א,מה נכון לגבי בקרת גנים,א. משוב שלילי של G1S,ב. משוב חיובי לM PHASE,ג. א+ב נכונות,ד. אף תשובה אינה נכונה,,,1,,TRUE,,נדב בן נון,
2019 מועד א,כיצד ניתן לבצע התמיינות של תא בוגר לתאי עצב הומאניים?,על ידי שימוש בתאי עור הומניים באמצעות הפעלת זיכרון תאי המתאפשר על ידי בקרה שלילית של פקטורי שיעתוק,"לא ניתן לעשות זאת , מכיוון שיעד התא נקבע בשלב עוברי מוקדם על ידי תכולת החלבונים בציטופלזמה",רק על ידי שימוש בתאי גזע עובריים הומניים ובהשריית התמיינות לתאי עצב.,מגרעין תא שומן הומני והשריית התמיינות לתאי עצב ישירות על ידי הוספת פקטורי שעתוק מבינים שיש לו פוטנציאל התפתחותי מלא,"ניתן ליצור תאי גזע פלוריפוטנטים (iPS)מתאי עור הומניים ע""י ביטוי פקטורי שעתוק הגורמים לדה דיפרנציאציה ולאחר מכן להשרות התמיינות לתאי עצב.",,5,,FALSE,,נדב בן נון,
2019 מועד א,תארוך אבולוציה באמצעות עצים פילוגנטיים הוא המדויק והמפורט ביותר באמצעות שימוש ב:,מאובנים,"שעונים מולקולריים של גנום כרומוזומלי (molecular clock), של גנום המיטוכונדריה או רנ""א ריבוזומלי",מאפיינים של דמיון אנטומי,מאפיינים של התפתחות עוברית,דעיכת גלי רדיו בממצאים ארכיאולוגיים,,2,,FALSE,,נדב בן נון,קריאת חובה 2019
2019 מועד א,וריאציה גנטית בין בני אדם נגרמת כתוצאה מ:,א. מוטציות המשפיעות על ביטוי שונה בגנים ספציפיים,ב. הוספה או החסרה של רצפי דנא ארוכים CNV,ג. החלפות של נוקלאוטידים ספציפיים שחוזרים על עצמן הרבה פעמים בכל האוכלוסייה SNP,ד. רצפי CA חוזרניים שנוטים לעבור הרבה מוטציות,ה. כל התשובות נכונות,,5,,TRUE,,נדב בן נון,
2019 מועד א,מה נכון לגבי הפעילות לשם בקרה של Acetyl CoA Carboxilase (ACC)?,ACC פעיל לאחר זירחון המבוצע על ידי AMPK (AMP activated protein Kinase),ACC מעוכב על ידי Phalmitol CoA,ACC מפרק את קבוצת ה- אצטיל ב-Acetyl CoA לפחמנים בודדים לקראת ההוספת שלהם לחומצת שומן ההולכת ונבנת,ACC מפרק את Melonyl CoA לפחמנים בודדים לקראת ההוספה שלהם לחומצת שומן ההולכת ונבנת,ACC משתמש בNADPH כמקור פחמן בתהליך הבנייה של חומצות שומן.,acc מקבל את הפחמנים מnadph,2,,FALSE,,נדב בן נון,
2019 מועד א,מה נכון לגבי AMPK (AMP-Activated protein kinase))?,מזרחן AMP ל ADP,מעודד סינטזת חומצות שומן,צפוי להיות פעיל ביתר (over activated) בסרטן הקשור ל- peutz Jepher syndrom,מעודד אוטופגיה,,,4,,FALSE,,נדב בן נון,
2019 מועד א,.מה מאפיין את הגינום המיטוכנדריאלי?,הקידוד של הגינום שונה מהגינום הגרעיני,נמצא בצורה לינארית,כולל רק גנים של חלבונים,נמצא ביחס 1:1 למספר המטוכנדריה,,,1,,FALSE,,נדב בן נון,
